web-scraper-order,web-scraper-start-url,name,price,adress,im_link-src
"1717200860-1","https://sn.coinafrique.com/categorie/moutons?page=16","Moutons","160 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743068_uploaded_image1_1563041352.73.png"
"1717200860-2","https://sn.coinafrique.com/categorie/moutons?page=16","Mouton","160 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743067_uploaded_image1_1563041352.31.png"
"1717200860-3","https://sn.coinafrique.com/categorie/moutons?page=16","Mouton","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743066_uploaded_image1_1563041262.7.png"
"1717200860-4","https://sn.coinafrique.com/categorie/moutons?page=16","Mouton","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743065_uploaded_image1_1563041220.15.png"
"1717200860-5","https://sn.coinafrique.com/categorie/moutons?page=16","Moutons","250 000CFA","Sénégal","https://images.coinafrique.com/thumb_742328_uploaded_image1_1563020125.88.png"
"1717200860-6","https://sn.coinafrique.com/categorie/moutons?page=16","Moutons","190 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_730962_uploaded_image1_1562758817.51.png"
"1717200860-7","https://sn.coinafrique.com/categorie/moutons?page=16","Mouton Tabaski","250 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_725090_uploaded_image1_1562603963.91.png"
"1717200860-8","https://sn.coinafrique.com/categorie/moutons?page=16","Moutons","Prix sur demande","Koussanar, Sénégal","https://images.coinafrique.com/thumb_724916_uploaded_image1_1562601308.96.png"
"1717200860-9","https://sn.coinafrique.com/categorie/moutons?page=16","Mouton Ladoum","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_723681_uploaded_image1_1562583405.41.png"
"1717200860-10","https://sn.coinafrique.com/categorie/moutons?page=16","Moutons","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_722669_uploaded_image1_1562546978.82.png"
"1717200860-11","https://sn.coinafrique.com/categorie/moutons?page=16","Moutons de race","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_721746_uploaded_image1_1562546733.94.png"
"1717200865-12","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","230 000CFA","Sénégal","https://images.coinafrique.com/thumb_1318185_uploaded_image1_1575932357.93.png"
"1717200865-13","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons ladoum","300 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1311660_uploaded_image1_1575815111.89.png"
"1717200865-14","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons Ladoum","450 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1277749_uploaded_image1_1575181984.71.png"
"1717200865-15","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","1 200 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1257886_uploaded_image1_1574822653.08.png"
"1717200865-16","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Femelle","200 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1250492_uploaded_image1_1574686160.92.png"
"1717200865-17","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","1 800 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1244039_uploaded_image1_1574540988.49.png"
"1717200865-18","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum pur-sang","1 000 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1232770_uploaded_image1_1574350083.33.png"
"1717200865-19","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum femelle","900 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1232751_uploaded_image1_1574349870.57.png"
"1717200865-20","https://sn.coinafrique.com/categorie/moutons?page=15","Géniteur ladoum","1 200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1232723_uploaded_image1_1574349658.02.png"
"1717200865-21","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Azawat femelle","250 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1184273_uploaded_image1_1573484550.53.png"
"1717200865-22","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","850 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1161905_uploaded_image1_1573036903.11.png"
"1717200865-23","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1149005_uploaded_image1_1572802043.92.png"
"1717200865-24","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_1148983_uploaded_image1_1572801522.59.png"
"1717200865-25","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1146805_uploaded_image1_1572743966.95.png"
"1717200865-26","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1124971_uploaded_image1_1572334376.0.png"
"1717200865-27","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1123949_uploaded_image1_1572299345.59.png"
"1717200865-28","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Saint-Louis, Sénégal","https://images.coinafrique.com/thumb_1115941_uploaded_image1_1572130509.65.png"
"1717200865-29","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1076240_uploaded_image1_1571327802.39.png"
"1717200865-30","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1051956_uploaded_image1_1570797287.2.png"
"1717200865-31","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","300 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1019265_uploaded_image1_1570111185.44.png"
"1717200865-32","https://sn.coinafrique.com/categorie/moutons?page=15","Bébé ladoum à vendre","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1018278_uploaded_image1_1570099156.71.png"
"1717200865-33","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons Ladoum","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1011179_uploaded_image1_1569950641.25.png"
"1717200865-34","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_979736_uploaded_image1_1569270173.14.png"
"1717200865-35","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum mâle","1 200 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_972890_uploaded_image1_1569103076.52.png"
"1717200865-36","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoune","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_949902_uploaded_image1_1568633083.8.png"
"1717200865-37","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","600 000CFA","Sénégal","https://images.coinafrique.com/thumb_938733_uploaded_image1_1568325973.73.png"
"1717200865-38","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","5 000 000CFA","Sénégal","https://images.coinafrique.com/thumb_893014_uploaded_image1_1567165271.41.png"
"1717200865-39","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons Ladoum pur sang","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_891173_uploaded_image1_1567116393.47.png"
"1717200865-40","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton ladoum","1 400 000CFA","Sénégal","https://images.coinafrique.com/thumb_886938_uploaded_image1_1567019498.77.png"
"1717200865-41","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","400 000CFA","Sénégal","https://images.coinafrique.com/thumb_832060_uploaded_image1_1565507305.8.png"
"1717200865-42","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","950 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_827391_uploaded_image1_1565352420.91.png"
"1717200865-43","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_823810_uploaded_image1_1565268790.78.png"
"1717200865-44","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons Ladoum","600 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_821121_uploaded_image1_1565195094.42.png"
"1717200865-45","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","125 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_817625_uploaded_image1_1565109322.3.png"
"1717200865-46","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","200 000CFA","Sénégal","https://images.coinafrique.com/thumb_816772_uploaded_image1_1565095331.9.png"
"1717200865-47","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","450 000CFA","Sénégal","https://images.coinafrique.com/thumb_816757_uploaded_image1_1565095118.35.png"
"1717200865-48","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton de Tabaski","200 000CFA","Sénégal","https://images.coinafrique.com/thumb_814608_uploaded_image1_1565037403.53.png"
"1717200865-49","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","100 000CFA","Sénégal","https://images.coinafrique.com/thumb_813350_uploaded_image1_1565013886.42.png"
"1717200865-50","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","200 000CFA","Sénégal","https://images.coinafrique.com/thumb_813339_uploaded_image1_1565013644.12.png"
"1717200865-51","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","200 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_812873_uploaded_image1_1565005940.44.png"
"1717200865-52","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_811661_uploaded_image1_1564966582.22.png"
"1717200865-53","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","700 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_811659_uploaded_image1_1564966498.04.png"
"1717200865-54","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","200 000CFA","Sénégal","https://images.coinafrique.com/thumb_811594_uploaded_image1_1564961187.75.png"
"1717200865-55","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","650 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_808861_uploaded_image1_1564856185.45.png"
"1717200865-56","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","700 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_808847_uploaded_image1_1564855996.2.png"
"1717200865-57","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","700 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_808844_uploaded_image1_1564855896.73.png"
"1717200865-58","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton de race","350 000CFA","Sénégal","https://images.coinafrique.com/thumb_806719_uploaded_image1_1564781347.58.png"
"1717200865-59","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","400 000CFA","Sénégal","https://images.coinafrique.com/thumb_806646_uploaded_image1_1564777404.89.png"
"1717200865-60","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","250 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_805188_uploaded_image1_1564750708.3.png"
"1717200865-61","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","200 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_804227_uploaded_image1_1564738205.66.png"
"1717200865-62","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_803088_uploaded_image1_1564684268.56.png"
"1717200865-63","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton de Tabaski","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_799765_uploaded_image1_1564597010.71.png"
"1717200865-64","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton de Tabaski","225 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_799761_uploaded_image1_1564596876.58.png"
"1717200865-65","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Azawat","175 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_798367_uploaded_image1_1564573411.3.png"
"1717200865-66","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_786617_uploaded_image1_1564216906.07.png"
"1717200865-67","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons de Tabaski","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_785715_uploaded_image1_1564176313.33.png"
"1717200865-68","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","200 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_785089_uploaded_image1_1564159860.27.png"
"1717200865-69","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Tabaski","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_784942_uploaded_image1_1564157496.5.png"
"1717200865-70","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons Ladoum","200 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_784546_uploaded_image1_1564151388.91.png"
"1717200865-71","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","220 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_774363_uploaded_image1_1563912507.32.png"
"1717200865-72","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton - Bélier","220 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_774349_uploaded_image1_1563912073.63.png"
"1717200865-73","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","950 000CFA","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_932560_uploaded_image1_1568203329.3.jpg"
"1717200865-74","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_769625_uploaded_image1_1563810689.31.png"
"1717200865-75","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_769623_uploaded_image1_1563810688.43.png"
"1717200865-76","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_766916_uploaded_image1_1563732550.35.png"
"1717200865-77","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","250 000CFA","Sénégal","https://images.coinafrique.com/thumb_766905_uploaded_image1_1563732059.09.png"
"1717200865-78","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","250 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_766836_uploaded_image1_1563729305.46.png"
"1717200865-79","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","250 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_766814_uploaded_image1_1563728621.09.png"
"1717200865-80","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","420 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_766491_uploaded_image1_1563713033.52.png"
"1717200865-81","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","450 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_765218_uploaded_image1_1563649515.86.png"
"1717200865-82","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Malaw","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_761777_uploaded_image1_1563546210.72.png"
"1717200865-83","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum mâle et femelle","800 000CFA","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_932546_uploaded_image1_1568203274.06.jpg"
"1717200865-84","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_754311_uploaded_image1_1563375993.83.png"
"1717200865-85","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Tabaskie","140 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_754270_uploaded_image1_1563375178.15.png"
"1717200865-86","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Tabaskie","140 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_754269_uploaded_image1_1563375078.76.png"
"1717200865-87","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","140 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_754261_uploaded_image1_1563374953.78.png"
"1717200865-88","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton gris noir","150 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_754257_uploaded_image1_1563374819.0.png"
"1717200865-89","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_754242_uploaded_image1_1563374558.14.png"
"1717200865-90","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton de Tabaski","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_752727_uploaded_image2_1563357212.02.png"
"1717200865-91","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton de Tabaski","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_752719_uploaded_image1_1563357011.76.png"
"1717200865-92","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","300 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_751785_uploaded_image1_1563314576.98.png"
"1717200865-93","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","220CFA","Sénégal","https://images.coinafrique.com/thumb_751740_uploaded_image1_1563313372.96.png"
"1717200865-94","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","25 000CFA","Sénégal","https://images.coinafrique.com/thumb_743301_uploaded_image1_1563049123.51.png"
"1717200865-95","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","260 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_743069_uploaded_image1_1563041443.85.png"
"1717200870-96","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum géniteur","525 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2203186_uploaded_image1_1590926169.jpg"
"1717200870-97","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","80 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_2198826_uploaded_image1_1590838789.jpg"
"1717200870-98","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2190362_uploaded_image1_1590715493.jpg"
"1717200870-99","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Tabaski","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2189808_uploaded_image1_1590706581.jpg"
"1717200870-100","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","230 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2183588_uploaded_image1_1590615653.jpg"
"1717200870-101","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoume","1 000 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2182589_uploaded_image1_1590600724.jpg"
"1717200870-102","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2172461_uploaded_image1_1590449299.jpg"
"1717200870-103","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2171655_uploaded_image1_1590435671.jpg"
"1717200870-104","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","300 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2165687_uploaded_image1_1590328528.jpg"
"1717200870-105","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2152851_uploaded_image1_1591636025.jpg"
"1717200870-106","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","400 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2140264_uploaded_image1_1589907508.41.jpeg"
"1717200870-107","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","250 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2109253_uploaded_image1_1589427454.jpg"
"1717200870-108","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2092193_uploaded_image1_1589177321.58.jpeg"
"1717200870-109","https://sn.coinafrique.com/categorie/moutons?page=14","Veau Mouton","Prix sur demande","Diourbel, Sénégal","https://images.coinafrique.com/thumb_2088123_uploaded_image1_1589098394.jpg"
"1717200870-110","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2077870_uploaded_image1_1588926772.jpg"
"1717200870-111","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2071824_uploaded_image1_1588845020.jpg"
"1717200870-112","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","350 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2066135_uploaded_image1_1588763623.jpg"
"1717200870-113","https://sn.coinafrique.com/categorie/moutons?page=14","Brebis","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2050409_uploaded_image1_1588524139.jpg"
"1717200870-114","https://sn.coinafrique.com/categorie/moutons?page=14","Bélier","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2050393_uploaded_image1_1588523858.jpg"
"1717200870-115","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons Ladoume","1 000 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2035676_uploaded_image1_1588268921.jpg"
"1717200870-116","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","180 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2024020_uploaded_image1_1588098872.jpg"
"1717200870-117","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum femelle - 6 mois","650 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2007673_uploaded_image1_1587830183.jpg"
"1717200870-118","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum","650 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2007648_uploaded_image1_1587829765.jpg"
"1717200870-119","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","300 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1957754_uploaded_image1_1587061011.37.jpeg"
"1717200870-120","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton de race","550 000CFA","Thies Ouest, Thiès, Sénégal","https://images.coinafrique.com/thumb_1946194_uploaded_image1_1586895245.33.jpeg"
"1717200870-121","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton de race","550 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1946184_uploaded_image1_1586895166.33.jpeg"
"1717200870-122","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","270 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943161_uploaded_image1_1586859462.94.png"
"1717200870-123","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","175 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943022_uploaded_image1_1586858471.81.png"
"1717200870-124","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","110 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1920263_uploaded_image1_1586464422.3.png"
"1717200870-125","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton jeune mâle","130 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1920256_uploaded_image1_1586464326.22.png"
"1717200870-126","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","250 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_1913304_uploaded_image1_1586356949.67.png"
"1717200870-127","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","185 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1910059_uploaded_image1_1586295543.6.png"
"1717200870-128","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","200 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1909212_uploaded_image1_1586284198.32.png"
"1717200870-129","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","300 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1909205_uploaded_image1_1586284053.48.png"
"1717200870-130","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","350 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_1905916_uploaded_image1_1586247542.22.png"
"1717200870-131","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","170 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1904199_uploaded_image1_1586204493.61.png"
"1717200870-132","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum jeune femelle","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1869297_uploaded_image1_1585585673.13.png"
"1717200870-133","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons Toulabire","150 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1863893_uploaded_image1_1585491707.63.png"
"1717200870-134","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum pur sang","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1860713_uploaded_image1_1585413193.66.png"
"1717200870-135","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","95 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1847816_uploaded_image1_1585163617.45.png"
"1717200870-136","https://sn.coinafrique.com/categorie/moutons?page=14","Petit mouton","450 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1843870_uploaded_image1_1585120034.1.png"
"1717200870-137","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","400 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1843866_uploaded_image1_1585119994.59.png"
"1717200870-138","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","1 500 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1843864_uploaded_image1_1585119964.75.png"
"1717200870-139","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","85 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1838123_uploaded_image1_1584988683.06.png"
