web-scraper-order,web-scraper-start-url,name,price,adress,im_link-src
"1717201648-144","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Canard","35 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_2703622_uploaded_image1_1603049550.jpg"
"1717201648-145","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Olpliitone 20 jours","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2701057_uploaded_image1_1602937383.jpg"
"1717201648-146","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Âne Arabe","850 000CFA","Kébémer, Sénégal","https://images.coinafrique.com/thumb_2697117_uploaded_image1_1602773283.jpg"
"1717201648-147","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","250 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694722_uploaded_image1_1602689183.jpg"
"1717201648-148","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694720_uploaded_image1_1602689075.jpg"
"1717201648-149","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1717201648-150","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Vaches laitières","2 000 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2687649_uploaded_image1_1602441772.jpg"
"1717201648-151","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chèvre Bouc de race","200 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2675855_uploaded_image1_1601992602.jpg"
"1717201648-152","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bouc chèvre","100 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_2673741_uploaded_image2_1601909107.jpeg"
"1717201648-153","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon bleu","225 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2663712_uploaded_image1_1601554766.jpg"
"1717201648-154","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chatons","Prix sur demande","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2637004_uploaded_image1_1600508302.jpg"
"1717201648-155","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oie","100 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2630503_uploaded_image1_1600266971.jpg"
"1717201648-156","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamsters","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2588341_uploaded_image1_1598877302.jpg"
"1717201648-157","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oiseau Maknol","Prix sur demande","Kaffrine, Sénégal","https://images.coinafrique.com/thumb_2583338_uploaded_image1_1598650419.jpg"
"1717201653-158","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","750 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3817866_uploaded_image1_1659784836.jpg"
"1717201653-159","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster dorée","15 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3814562_uploaded_image1_1659613355.jpg"
"1717201653-160","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vache","1 000 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_3804681_uploaded_image1_1659094431.jpg"
"1717201653-161","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Peruche ondulée","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3803986_uploaded_image1_1659036881.jpg"
"1717201653-162","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vache","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3798116_uploaded_image1_1658707333.jpg"
"1717201653-163","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3797181_uploaded_image1_1658618385.jpg"
"1717201653-164","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persans Himalayens","250 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3788669_uploaded_image1_1658109770.jpg"
"1717201653-165","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veau","300 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3784229_uploaded_image1_1657796861.jpg"
"1717201653-166","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster","15 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3780966_uploaded_image1_1657566627.jpg"
"1717201653-167","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple Hamster","45 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3779809_uploaded_image1_1657474571.jpg"
"1717201653-168","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veaux","200 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3775233_uploaded_image1_1657130525.jpg"
"1717201653-169","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3773129_uploaded_image1_1657027947.jpg"
"1717201653-170","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paire Oie","130 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3763969_uploaded_image1_1656542478.jpg"
"1717201653-171","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3761752_uploaded_image1_1656414791.jpg"
"1717201653-172","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Sacs de foin - Ngogne","5 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3747916_uploaded_image1_1655548507.jpg"
"1717201653-173","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple cochons d'inde","25 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3738425_uploaded_image1_1655026461.jpg"
"1717201653-174","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vache","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3734952_uploaded_image1_1654795966.jpg"
"1717201653-175","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oie","65 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3719072_uploaded_image1_1654007070.jpg"
"1717201653-176","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","12 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3693176_uploaded_image1_1652374886.jpg"
"1717201653-177","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3691179_uploaded_image1_1652274956.jpg"
"1717201653-178","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1717201653-179","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paire colverts de Rouen","15 000CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3686752_uploaded_image1_1652029317.jpg"
"1717201653-180","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Mâle Persan","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3683211_uploaded_image1_1651809392.jpg"
"1717201653-181","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Angora","160 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3681874_uploaded_image1_1651750026.jpg"
"1717201653-182","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons Persans Himalayens","350 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3681420_uploaded_image1_1651722928.jpg"
"1717201653-183","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Caille","2 000CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3679001_uploaded_image1_1651592167.jpg"
"1717201653-184","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet grand Haras","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672216_uploaded_image2_1651097217.jpeg"
"1717201653-185","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton siamois","375 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671821_uploaded_image1_1651072649.jpg"
"1717201653-186","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeufs","900 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3651241_uploaded_image1_1649808275.jpg"
"1717201653-187","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oie géant","450 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3646953_uploaded_image1_1649560934.jpg"
"1717201653-188","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3645463_uploaded_image1_1649458129.jpg"
"1717201653-189","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3645462_uploaded_image1_1649458078.jpg"
"1717201653-190","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Angora","130 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3634435_uploaded_image1_1648913898.jpg"
"1717201653-191","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oie de Toulouse","100 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3619458_uploaded_image1_1647975502.jpg"
"1717201653-192","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3615764_uploaded_image1_1647715657.jpg"
"1717201653-193","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons","15 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3614166_uploaded_image1_1647608880.jpg"
"1717201653-194","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Taurillon laitier","1 000 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3613432_uploaded_image1_1647552342.jpg"
"1717201653-195","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons","400 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3613416_uploaded_image1_1647551529.jpg"
"1717201653-196","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Caille","8 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3607957_uploaded_image1_1647266236.jpg"
"1717201653-197","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veau Montbéliard","650 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3590281_uploaded_image1_1646242026.jpg"
"1717201653-198","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussin caille","500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3576048_uploaded_image1_1645409801.jpg"
"1717201653-199","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde mâle","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3575899_uploaded_image1_1645394898.jpg"
"1717201653-200","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3573498_uploaded_image1_1645213656.jpg"
"1717201653-201","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins  d’oies","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3569402_uploaded_image1_1644969388.jpg"
"1717201653-202","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintade blanc","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3569128_uploaded_image1_1644952395.jpg"
"1717201653-203","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cheval","500 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3569117_uploaded_image1_1644951974.jpg"
"1717201653-204","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœufs","900 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_3544114_uploaded_image1_1643467299.jpg"
"1717201653-205","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1717201653-206","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamsters","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3525591_uploaded_image1_1642246209.jpg"
"1717201653-207","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bouc Espagnol","150 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3523752_uploaded_image1_1642113362.jpg"
"1717201653-208","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochon dinde","45 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1717201653-209","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochon dinde","45 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3520078_uploaded_image1_1641925243.jpg"
"1717201653-210","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochon dinde","45 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3520065_uploaded_image1_1641924846.jpg"
"1717201653-211","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cheval","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3515231_uploaded_image1_1641645085.jpg"
"1717201653-212","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan chinchilla","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3515163_uploaded_image1_1641642618.jpg"
"1717201653-213","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœufs","300 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3509381_uploaded_image1_1641354659.jpg"
"1717201653-214","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502571_uploaded_image1_1640864798.jpg"
"1717201653-215","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","350 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3500261_uploaded_image1_1640699224.jpg"
"1717201653-216","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies de toulouse","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3496368_uploaded_image2_1640341893.jpeg"
"1717201653-217","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","900 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_3492877_uploaded_image1_1640096405.jpg"
"1717201653-218","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3481126_uploaded_image1_1639338531.jpg"
"1717201653-219","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3474757_uploaded_image2_1638966967.jpeg"
"1717201653-220","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton siamois","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3450631_uploaded_image1_1637664547.jpg"
"1717201653-221","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœufs","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_3448056_uploaded_image1_1637499860.jpg"
"1717201653-222","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple dinde rouge","90 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3425196_uploaded_image1_1636231334.jpg"
"1717201653-223","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canards","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3422543_uploaded_image1_1636113502.jpg"
"1717201653-224","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paire d'oie","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3418166_uploaded_image1_1635935843.jpg"
"1717201653-225","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies de toulouse","450 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3413662_uploaded_image1_1635765247.jpg"
"1717201653-226","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","2 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1717201653-227","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395087_uploaded_image3_1634734337.jpeg"
"1717201653-228","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Trio de paon bleu","450 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3389732_uploaded_image1_1634436997.jpg"
"1717201653-229","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon bleu adulte","300 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3372722_uploaded_image1_1633568000.jpg"
"1717201653-230","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","1 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3371486_uploaded_image1_1633522085.jpg"
"1717201653-231","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3369906_uploaded_image1_1633454163.jpg"
"1717201653-232","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple hermine","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3369362_uploaded_image1_1633438173.jpg"
"1717201653-233","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Caille","2 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3360468_uploaded_image1_1633037043.jpg"
"1717201653-234","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Autruchon","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3357168_uploaded_image1_1632871377.jpg"
"1717201653-235","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veaux","250 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1717201653-236","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Taureaux Holstein","2 500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3348822_uploaded_image1_1632352988.jpg"
"1717201653-237","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Géniteur Holstein","2 200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3348819_uploaded_image1_1632352628.jpg"
"1717201653-238","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Carpe Koï","100 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3345713_uploaded_image1_1632222841.jpg"
"1717201653-239","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","40 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3341213_uploaded_image1_1631968364.jpg"
"1717201653-240","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336754_uploaded_image1_1631736919.jpg"
"1717201653-241","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veaux","250 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3335012_uploaded_image1_1631654129.jpg"
"1717201658-242","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cailles de chair","500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327166_uploaded_image1_1691508551.jpg"
"1717201658-243","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Scottish fold","700 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4326378_uploaded_image1_1691464417.jpg"
"1717201658-244","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4303523_uploaded_image1_1689962222.jpg"
"1717201658-245","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache","600 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4303521_uploaded_image1_1689962163.jpg"
"1717201658-246","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussins d'autruche","50 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_4292496_uploaded_image1_1689236421.jpg"
"1717201658-247","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat tigré","60 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290090_uploaded_image1_1689085062.jpg"
"1717201658-248","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat tigré","60 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290086_uploaded_image1_1689084975.jpg"
"1717201658-249","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Vache","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4284952_uploaded_image1_1688734268.jpg"
"1717201658-250","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Canard","30 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4251761_uploaded_image1_1686479149.jpg"
"1717201658-251","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","290 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4277277_uploaded_image1_1688258720.jpg"
"1717201658-252","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Autruche","40 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_4274068_uploaded_image1_1688027259.jpg"
"1717201658-253","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons persans chinchilla golden shaded","500 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268926_uploaded_image1_1687601650.jpg"
"1717201658-254","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat persan chinchilla blue golden shaded","650 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268866_uploaded_image1_1687597344.jpg"
"1717201658-255","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat persan chinchilla golden shaded","500 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268857_uploaded_image1_1687596952.jpg"
"1717201658-256","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruches ondulées","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268218_uploaded_image1_1687536623.jpg"
"1717201658-257","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Oies","45 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4263743_uploaded_image1_1687283716.jpg"
"1717201658-258","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poissons aquariums","7 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258053_uploaded_image1_1686843939.jpg"
"1717201658-259","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4254477_uploaded_image1_1686653757.jpg"
"1717201658-260","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4250701_uploaded_image1_1686389684.jpg"
"1717201658-261","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruche","30 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4236158_uploaded_image1_1685471000.jpg"
"1717201658-262","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","400CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4226444_uploaded_image1_1684797786.jpg"
"1717201658-263","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussins bleus hollandais","1 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223952_uploaded_image1_1684611180.jpg"
"1717201658-264","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Siamois Himalayen","275 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4215680_uploaded_image1_1684074328.jpg"
"1717201658-265","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poissons aquarium","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4213007_uploaded_image1_1683888858.jpg"
"1717201658-266","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cailles","7 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4208226_uploaded_image1_1683592423.jpg"
"1717201658-267","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Boeuf","600 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_4196106_uploaded_image1_1682881461.jpg"
"1717201658-268","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruches","30 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194617_uploaded_image1_1682759209.jpg"
"1717201658-269","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4185842_uploaded_image1_1682102205.jpg"
"1717201658-270","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Couple de perruches","14 900CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4180902_uploaded_image1_1681767382.jpg"
"1717201658-271","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton siamois","240 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4180282_uploaded_image1_1681738114.jpg"
"1717201658-272","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4179472_uploaded_image1_1681680500.jpg"
"1717201658-273","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dinde","45 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4170236_uploaded_image1_1681079402.jpg"
"1717201658-274","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dindes","100 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169875_uploaded_image1_1681057517.jpg"
"1717201658-275","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dindes","100 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169870_uploaded_image1_1681057188.jpg"
"1717201658-276","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Hamster doré","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169247_uploaded_image1_1680993460.jpg"
"1717201658-277","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4150854_uploaded_image1_1679921255.jpg"
"1717201658-278","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4141464_uploaded_image1_1679320795.jpg"
